date,link,link_name,snippet,language,title,abstract,pdf_link,domain,search_term,query_date,BADLINK,DONEPDF,GOTTEXT,GOTSCORE,GOTSPECIES,score,species,daysago
2020-11-01,https://www.cambridge.org/core/journals/bird-conservation-international/article/state-of-breeding-birds-in-greece-trends-threats-and-implications-for-conservation/18F3E39F35BD5A8256C5E584201D854E,"The state of breeding birds in Greece: trends, threats ...","Of the 246 breeding birds of Greece analyzed, 110 species (44.7%) had positive trends, 87 species (35.4%) had stable trends and 46 species (18.7%) were found to be declining. Three species (1.2%; Black-headed Gull Larus ridibundus, Eurasian Pygmy-owl Glaucidium passerinum and the Wood Warbler Phylloscopus sibilatrix) were assigned an unknown trend.",en,"The state of breeding birds in Greece: trends, threats, and implications for conservation","Birds are suffering from steep population declines on a global scale and they are one of the few taxonomic groups for which these declines are well documented by long-term monitoring data. This study provides a synthesis of the status of the breeding birds of Greece. To this aim, we retrieved population size estimates from six sources spanning 22 years (1992–2014) and calculated species’ trends in Greece. Using the IUCN Red List assessments for each species we assessed whether ecological traits including habitat and diet preferences were associated with species’ trends and conservation status in Europe and determined major threats affecting birds in Greece. Moreover, we assessed the importance of Important Bird &amp; Biodiversity Areas (IBAs) in terms of declining trigger species. Results showed that almost one fifth of the breeding birds in Greece have declining populations. Raptors were found to be the most threatened group of birds whereas the highest declines by dietary group were observed in scavengers, with 60% of species showing a decreasing trend. The most common threats were those that cause habitat alteration and degradation as well as more direct effects such as poisoning. Our results suggest that restoration of habitat and ecosystem functions along with the management of protected areas and improvement of legislation should be the main conservation actions undertaken and pinpointed the IBAs where they should be prioritized for implementation. Finally, further research, especially on specific drivers of population change, along with further examination of current and past population trends, will increase the power and accuracy of future regional Red List assessments especially concerning the breeding species for which the country bears the greatest responsibility.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/18F3E39F35BD5A8256C5E584201D854E/S0959270920000568a.pdf/div-class-title-the-state-of-breeding-birds-in-greece-trends-threats-and-implications-for-conservation-div.pdf,cambridge.org,wood-partridge,2022-04-09,0,0,1,1,1,-5.12317658146014,,535
2020-10-01,https://www.nature.com/articles/s41598-020-73236-4,Habitat preferences of Southern Ground-hornbills in the ...,"Understanding how a species utilises its habitat, and the processes that give rise to its movements and patterns of space use, is critical for its conservation. Southern Ground-hornbills Bucorvus ...",en,Habitat preferences of Southern Ground-hornbills in the Kruger National Park: implications for future conservation measures,"Understanding how a species utilises its habitat, and the processes that give rise to its movements and patterns of space use, is critical for its conservation. Southern Ground-hornbills Bucorvus leadbeateri are listed as Endangered in South Africa, as a result of habitat loss and persecution. The National Species Recovery Plan lists reintroductions as a suitable conservation action, but highlights “understanding the exact habitat requirements of Southern Ground-hornbills” as a knowledge gap. In this study, we used tracking data from six Southern Ground-hornbill groups (a total of 37,060 GPS locations) in the Kruger National Park to investigate their seasonal home range differences and habitat preferences. We used first-passage time analysis to determine the scale at which Southern Ground-hornbills concentrate their foraging efforts and whether specific movement behaviours were linked to habitat types. We found marked differences in seasonal home ranges, with all groups showing a range contraction during the breeding season. Grassland and open woodland habitat types were used throughout the year in accordance with their availability within the territory, with grassland, open woodland and dense thicket being favoured habitats for foraging. Our habitat preference results, based on longitudinal GPS data, allowed us to determine ideal habitat ratios (grassland:open woodland:low shrubland of 1.00:6.10:0.09&nbsp;ha) to assist with the selection of suitable reintroduction sites for Southern Ground-hornbills. With an increasing number of species being threatened with extinction, reintroductions into suitable habitats may be a useful conservation mitigation measure. However, our findings highlight the importance of a thorough understanding of a species’ movement and space use prior to the selection of areas for reintroduction to ensure the establishment and sustainability of these species at these sites.",https://www.nature.com/articles/s41598-020-73236-4.pdf,nature.com,ground-hornbill,2022-04-11,0,0,1,1,1,-5.12960337675449,['bucorvus leadbeateri'],566
2019-11-14,https://www.cambridge.org/core/journals/bird-conservation-international/article/breeding-abundance-and-population-trend-of-the-peruvian-divingpetrel-pelecanoides-garnotii-in-chile-recovery-of-an-endangered-seabird/3C3DF91B6094BF24BCF8BB4982D0316B,Breeding abundance and population trend of the Peruvian Diving-petrel ... - Cambridge Core,"This species is endemic to the cold, nutrient-rich waters of the Humboldt Current System, distributed between 5°S and 37°S (Warham Reference Warham 1990, Luna-Jorquera et al. Reference Luna-Jorquera, Simeone, Aguilar and Bozinovic 2003), and thus breeding colonies are found only in Chile and Peru. The Peruvian Diving-petrel was one of the ...",en,Breeding abundance and population trend of the Peruvian Diving-petrel Pelecanoides garnotii in Chile: Recovery of an endangered seabird?,"As island ecosystems are among the most critical breeding habitats for seabirds, their protection should enhance population viability for many species. The Peruvian Diving-petrel Pelecanoides garnotii breeds only in Chile and Perú, is an endangered seabird with historically large populations of over 100,000 breeding pairs, but fewer than 1,000 remained in the 1980s and it became the first endangered seabird of the Humboldt Current System. In Chile, they breed on five islands, three of which are legally protected, but only two have a management plan. Between 2010 and 2014, we evaluated the density of nests, burrow occupancy, and colony patch sizes on the islands to estimate the breeding population. The population trend was assessed by compiling historical data available in the literature and several unpublished technical reports. The current breeding population size in Chile was ∼12,500 breeding pairs (95% CI: 10,613–14,676 pairs) that is ∼34% of the breeding pairs reported for Peru (∼36,450 pairs). Choros Island, the only island with adequate protection, accounted for ∼95% of the total breeding population of the Peruvian Diving-petrel in Chile. Historical population trends showed a significant increase in breeding pairs during recent years on Choros Island. It seems that the adequate legal protection of Choros Island is leading to the recovery of Peruvian Diving-petrels, demonstrating that protection of breeding colonies remains an essential strategy for the conservation of endemic seabirds.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/3C3DF91B6094BF24BCF8BB4982D0316B/S095927091900039Xa.pdf/div-class-title-breeding-abundance-and-population-trend-of-the-peruvian-diving-petrel-span-class-italic-pelecanoides-garnotii-span-in-chile-recovery-of-an-endangered-seabird-div.pdf,cambridge.org,inca,2022-04-08,0,0,1,1,1,-5.15096185633857,['pelecanoides garnotii'],888
2019-07-24,https://link.springer.com/article/10.1007/s10336-019-01689-0,The first comprehensive survey of habitat suitability and ...,"The Grande Comoro Scops Owl ( Otus pauliani) is an endangered, rare and elusive owl species restricted to the Karthala forest, Grande Comore. This scops owl species is listed among the most threatened animals of the Comoro archipelago. The species is subjected to strong anthropogenic pressures causing a high rate of habitat loss.",en,The first comprehensive survey of habitat suitability and population size for the endangered Grande Comoro Scops Owl (Otus pauliani): implications for its conservation,"The Grande Comoro Scops Owl (Otus pauliani) is an endangered, rare and elusive owl species restricted to the Karthala forest, Grande Comore. This scops owl species is listed among the most threatened animals of the Comoro archipelago. The species is subjected to strong anthropogenic pressures causing a high rate of habitat loss. Little is known about the species’ population size, habitat suitability and geographic distribution, making the establishment of relevant conservation strategies difficult. In this study we assessed the population density and abundance of the species using the distance sampling approach through (1) the conventional distance sampling method (CDS), and (2) density surface modeling (DSM). Based on DSM, we applied a species distribution modeling method to investigate habitat suitability and geographic distribution of the species to close this knowledge gap. Average population density was estimated to be ca. 27 individuals km−2. We estimated a global population size of 3452 individuals. Our DSM suggested that the Grande Comoro Scops Owl has a very limited distribution (133 km2), restricted to high elevations in Grande Comore’s remaining natural forests (between 800 and 2000 m altitude). However, the currently high level of habitat disturbance and conversion of natural forest into agricultural land could render the species vulnerable to extinction. To ensure the viability of the species and the biodiversity of the Karthala forest, we suggest (1) restoring forest and securing corridors in the Karthala remnant forest; (2) avoiding the conversion of secondary forest into agricultural land, and using existing agroforestry for plantation development; (3) involving a broad community of local individuals and entities in their conservation and management.",https://link.springer.com/content/pdf/10.1007/s10336-019-01689-0.pdf,link.springer.com,comore,2022-04-05,0,0,1,1,1,-5.1596479690376,"['otus pauliani', 'scops owl']",1001
2021-03-31,https://www.nature.com/articles/s41598-021-86529-z,Impact of land cover and landfills on the breeding effect and ... - Scientific Reports,"The white stork Ciconia ciconia is one of the bird species that has benefitted from anthropogenic changes in the environment 19; however, due to rapid large-scale environmental modification, this ...",en,Impact of land cover and landfills on the breeding effect and nest occupancy of the white stork in Poland,"Food wastes are among the factors with the greatest effects on animal populations. The white stork is among bird species that clearly profit from feeding at landfills, at least in Western Europe and North Africa. However, the rate and the consequences of this feeding are still unknown in the Central-Eastern European population, which differs from the western population not only in terms of migration routes but also in the greater availability of suitable natural breeding habitats due to less intensified agriculture. The aim of the study was to describe the use of landfills and its consequences in terms of probability of nest occupation and breeding effects in different regions of Poland. Although the most important factors influencing nest-site selection and breeding effect are still habitat quality and weather conditions, distance to landfills is important in selection of nest sites. White storks use landfills most intensively late in the breeding season, independently of the density of breeding pairs. The results suggest that the use of landfills is not currently essential in the Central-Eastern European population of the white stork, does not affect breeding effect, and may be more frequent in non-breeders. However, this phenomenon is still developing and requires continuous monitoring.",https://www.nature.com/articles/s41598-021-86529-z.pdf,nature.com,stork,2022-04-08,0,0,1,1,1,-5.21051995154335,['white stork'],385
2020-02-24,https://www.nature.com/articles/d41586-020-00498-3/,Hundreds of bird species in India are declining,"Hundreds of bird species in India are in decline, according to the country’s first major report on the state of bird populations. Birds of prey and waterbirds seem to have been hit particularly ...",en,Hundreds of bird species in India are declining,A landmark report finds waterbirds and raptors are among the most at risk. A landmark report finds waterbirds and raptors are among the most at risk.,,nature.com,indien,2022-04-08,0,0,1,1,1,-5.2340284342802,,786
,https://www.nature.com/articles/d41586-020-00498-3?sf230561440=1,Hundreds of bird species in India are declining,Hundreds of bird species in India are declining. A landmark report finds waterbirds and raptors are among the most at risk. Shreya Dasgupta; Shreya Dasgupta. View author publications . You can ...,en,Hundreds of bird species in India are declining,A landmark report finds waterbirds and raptors are among the most at risk. A landmark report finds waterbirds and raptors are among the most at risk.,,nature.com,sholakili,2022-04-09,0,0,1,1,1,-5.2340284342802,,1000
2020-06-01,https://www.cambridge.org/core/journals/bird-conservation-international/article/conservation-status-of-the-recently-described-ecuadorian-amazon-parrot-amazona-lilacina/0F375BC4D52F2EC20947D0520F2D03EA,Conservation status of the recently described Ecuadorian ...,"Roost 4 is situated south-east of the Gulf of Guayaquil on an island within the Manglares Churute Ecological Reserve. It was located in 2016 through our community questionnaires. Figure 1. Four A. lilacina roosts are believed to contain the majority of the global population, three of these occur on mangrove islands. Mangroves (Hamilton and Casey",en,Conservation status of the recently described Ecuadorian Amazon parrot Amazona lilacina,"Amazona lilacina is a threatened species endemic to Ecuador, existing across a patchwork of mangroves, lowland coastal forests, agricultural and community owned land. The species was described in 2014 and listed as ‘Endangered’ on the IUCN Red List, however, full assessment of the population was lacking. Using a combination of field observations, roost surveys and community questionnaires, conducted over the last 20 years, we provide up-to-date information on the species’ Extent of Occurrence, estimate its global population size, and evaluate its level of threat. Our results suggest the species occurs across an area of 19,890 km2 in three distinct geographically isolated subpopulations. Roost surveys across the range estimate the minimum remaining population at 741–1,090 individuals and we present evidence to suggest a 60% decline over the past 19 years in one part of the species’ range. We conducted community questionnaires with 427 people from 52 communities. The presence of pet parrots was reported in 37 communities, including 17 communities which reported pet A. lilacina. From this we predict that over half of all communities within our study area keep parrots as pets and at least 96 communities keep A. lilacina. Our findings justify an IUCN Red Listing of at least ‘Endangered’ for this species and highlight the need for conservation support. In order to assess population health in more detail, further research is required to assess genetic diversity and roost dynamics, and to identify areas that may be important for feeding and nesting throughout the range. As many of these areas are likely to overlap with community owned land, we suggest that future conservation actions should revolve around, and be led by, these communities.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0F375BC4D52F2EC20947D0520F2D03EA/S0959270920000222a.pdf/div-class-title-conservation-status-of-the-recently-described-ecuadorian-amazon-parrot-span-class-italic-amazona-lilacina-span-div.pdf,cambridge.org,guayaquil,2022-04-05,0,0,1,1,1,-5.24625316912486,['amazona lilacina'],688
2019-06-01,https://www.cambridge.org/core/journals/bird-conservation-international/article/yellownaped-amazon-amazona-auropalliata-populations-are-markedly-low-and-rapidly-declining-in-costa-rica-and-nicaragua/A683CC55FE9F7307439A0592E16DD5BF,Yellow-naped Amazon Amazona auropalliata ... - Cambridge,"Here we report the results of a population survey of one such species, the Yellow-naped Amazon, Amazona auropalliata, that is classified as ‘Endangered’ on the IUCN Red List.",en,Yellow-naped Amazon Amazona auropalliata populations are markedly low and rapidly declining in Costa Rica and Nicaragua,"Accurate assessments of population sizes and trends are fundamental for effective species conservation, particularly for social and long-lived species in which low reproductive rates, aging demographic structure and Allee effects could interact to drive rapid population declines. In the parrots (Order Psittaciformes) these life history characteristics have combined with habitat loss and capture for the pet trade to lead to widespread endangerment, with over 40% of species classified under some level of threat. Here we report the results of a population survey of one such species, the Yellow-naped Amazon, Amazona auropalliata, that is classified as ‘Endangered’ on the IUCN Red List. We conducted a comprehensive survey in June and July of 2016 of 44 night roosts of the populations in contiguous Pacific lowlands of northern Costa Rica and southern Nicaragua and compared numbers in Costa Rica to those found in a similar survey conducted in June 2005. In 2016 we counted 990 birds across 25 sites surveyed in Costa Rica and 692 birds across 19 sites surveyed in Nicaragua for a total population estimate of only 1,682 birds. Comparisons of 13 sites surveyed in both 2005 and 2016 in Costa Rica showed a strong and statistically significant decline in population numbers over the 11-year period. Assessment of group sizes approaching or leaving roosts indicated that less than 25% of groups consisted of three or more birds; there was a significantly higher proportion of these putative family groups observed in Nicaragua than Costa Rica. Taken together, these results are cause for substantial concern for the health of this species in a region that has previously been considered its stronghold, and suggest that stronger conservation action should be undertaken to protect remaining populations from capture for the pet trade and loss of key habitat.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A683CC55FE9F7307439A0592E16DD5BF/S0959270918000114a.pdf/div-class-title-yellow-naped-amazon-span-class-italic-amazona-auropalliata-span-populations-are-markedly-low-and-rapidly-declining-in-costa-rica-and-nicaragua-div.pdf,cambridge.org,yellownape,2022-04-20,0,0,1,1,1,-5.25198413748284,['amazona auropalliata'],1054
2022-03-07,https://www.tandfonline.com/doi/full/10.1080/24750263.2022.2040620,Full article: The dominant species of piscivorous bird does not ...,"After the Cormorant, the Goosander is one of the most numerous fish-eating waterbirds, large populations of which spend a considerable part of the year wintering in the southern Baltic (Marchowski et al. 2018 ). It is among the top five fish-eating birds responsible for 80% of all fish eaten by birds in the Baltic (Hansson et al. 2018 ).",en,The dominant species of piscivorous bird does not adversely affect fishery in the lagoons of the southern Baltic Sea,"(2022). The dominant species of piscivorous bird does not adversely affect fishery in the lagoons of the southern Baltic Sea. The European Zoological Journal: Vol. 89, No. 1, pp. 304-316.",,tandfonline.com,goosander,2022-04-09,0,0,1,1,1,-5.25916556827906,,44
2020-07-13,https://www.tandfonline.com/doi/abs/10.2989/00306525.2020.1770889,On a collision course? The large diversity of birds killed ...,"Diurnal raptors were killed most often (36% of carcasses, 23 species) followed by passerines (30%, 49 species), waterbirds (11%, 24 species), swifts (9%, six species), large terrestrial birds (5%, 10 species), pigeons (4%, six species) and other near passerines (1%, seven species).",en,On a collision course? The large diversity of birds killed by wind turbines in South Africa,"(2020). On a collision course? The large diversity of birds killed by wind turbines in South Africa. Ostrich: Vol. 91, No. 3, pp. 228-239.",,tandfonline.com,chassefiente,2022-04-05,0,0,1,1,1,-5.28039027787768,,646
2020-05-08,https://link.springer.com/chapter/10.1007%2F978-3-030-42335-3_11,"Assessing Presence, Decline, and Extinction for the Conservation of ... - SpringerLink","Becker CD, Mounce HL, Rassmussen TA et al (2010) Nest success and parental investment in the critically endangered Maui Parrotbill Pseudonestor xanthophrys with implications for recovery. Endanger Species Res 11(3):189–194 CrossRef Google Scholar",en,"Assessing Presence, Decline, and Extinction for the Conservation of Difficult-to-Observe Species","Knowledge of decline and extinction is variable for different species in different circumstances but remains important in deciding upon, and managing, conservation interventions. Where a species is present in a very small population, there can still be an opportunity...",https://link.springer.com/content/pdf/10.1007/978-3-030-42335-3_11.pdf,link.springer.com,pseudonestor,2022-04-13,0,0,1,1,1,-5.285205676464475,,712
2021-05-02,https://link.springer.com/article/10.1007/s10592-021-01368-9,Mapping our knowledge on birds of prey population genetics ...,"Raptors are paraphyletic and belong to five families: Accipitridae (eagles, kites, hawks and Old World vultures), Strigidae (owls), Falconidae (falcons, kestrels, caracaras), Cathartidae (New World vultures), Sagittariidae (secretarybirds), and Pandionidae (ospreys; McClure et al. 2019 ). Literature survey",en,Mapping our knowledge on birds of prey population genetics,"The current and rapid anthropogenic environmental changes could disproportionately impact ecosystems, particularly when they affect species with critical roles in ecosystem integrity. As top predators, raptors provide critical top-down ecosystem services and structure food webs. Yet, many avian predators are currently experiencing global population declines and some are threatened with extinction. The dire conservation status of numerous raptor species warrants urgent action, and detailed ecological data are needed to guide management strategy, including empirical knowledge regarding genetic structure. To that end, we compiled published studies investigating population genetic structure in raptors. Out of a total of 83 publications on 50 raptors species published, we identified a lack of empirical genetic studies for species from the Southern Hemisphere and species with a high level of extinction risk according to IUCN Red List criteria. Only 24% of the species studied are considered “threatened” (i.e., with the “Vulnerable”, “Endangered”, or “Critically Endangered” status). We found a significant signal of genetic differentiation in 41 species (82%) at the study-specific population. Isolation-by-Distance is a common pattern of genetic differentiation in raptors. Future steps in raptor conservation could prioritize facilitating genetic studies on species located in the Southern Hemisphere and on species with a conservation status. A better inclusion of some key genetic metrics (e.g., Ne, Ne/Nc, genetic diversity) in published studies will further help management and conservation across various species and ecosystems.",https://link.springer.com/content/pdf/10.1007/s10592-021-01368-9.pdf,link.springer.com,serre,2022-04-09,0,0,1,1,1,-5.29350760034194,,353
2021-07-29,https://link.springer.com/article/10.1007/s42974-021-00053-8,Community structure and spatial distribution of understory ...,"six species used the bamboo habitat significantly more frequently than non-bamboo habitats: rufous-breasted piculet picumnus rufiventris ( χ2 = 15, df = 1, p < 0.001), plumbeous antbird myrmelastes hyperythrus ( χ2 = 4, df = 1, p = 0.05), h. subflava ( χ2 = 15, df = 1, p < 0.001), o. salvini ( χ2 = 3.6, df = 1, p = 0.05), h. flammulatus ( χ2 …",en,Community structure and spatial distribution of understory birds in three bamboo-dominated forests in southwestern Amazonia,"The ongoing deforestation in southwestern Brazilian Amazonia is transforming the region’s landscape into a mosaic of forest fragments. The bamboo forests are threatened by the fragmentation and replacement of natural habitats due to anthropogenic activities. The bird fauna found in forest fragments and habitats dominated by bamboo is under the constant threat of local extinction due to the increasing isolation of populations. In the present study, we compared the structure of the understory bird communities (a) between an urban fragment and two rural fragments, and (b) between adjacent bamboo and non-bamboo habitats. We captured the birds in mist-nets, banded each individual, and georeferenced the capture sites. The results of the study indicate that the structure of the understory bird community varies both among the fragments and between bamboo and non-bamboo habitats. Most birds species are found in both types of habitats, although the structure of the bird community differs between habitats, due to the presence of specialist species to bamboo habitats. The structure of the bird community in each forest fragment is unique, and this must be taken into account in the formulation of strategies for the conservation and management of the region’s biodiversity.",https://link.springer.com/content/pdf/10.1007/s42974-021-00053-8.pdf,link.springer.com,piculet,2022-04-05,0,0,1,1,1,-5.29513091089874,,265
